country_name,region,income_group,year,cohort_size,coverage,cancer_prevented,deaths_prevented,assumption_type,possible_cancer_cases,possible_cancer_deaths
Slovak Republic,Europe & Central Asia,High income,2025,27719.55,0.4,162.88,83.88,Attain WHO Coverage Goal,411.64,209.43
Slovenia,Europe & Central Asia,High income,2025,10722.64,0.677777778,42.4,28.85,Attain WHO Coverage Goal,63.52,42.85
Sweden,Europe & Central Asia,High income,2025,57919.61,0.861111111,419.21,184.71,Attain WHO Coverage Goal,495.95,217.46
Eswatini,Sub-Saharan Africa,Lower middle income,2025,15441.28,0.4,328.97,236.36,Attain WHO Coverage Goal,878.67,639.38
Chad,Sub-Saharan Africa,Low income,2025,300307.99,0.4,1127.97,941.16,Attain WHO Coverage Goal,3097.99,2610.44
Togo,Sub-Saharan Africa,Low income,2025,123470.94,0.4,701.1,553.75,Attain WHO Coverage Goal,1890.45,1503.57
Thailand,East Asia & Pacific,Upper middle income,2025,378253.89,0.4,2796.98,1898.35,Attain WHO Coverage Goal,6797.39,4507.35
Tajikistan,Europe & Central Asia,Lower middle income,2025,124513.3,0.4,372.39,279.95,Attain WHO Coverage Goal,977.46,739.96
Turkmenistan,Europe & Central Asia,Upper middle income,2025,70836.33,0.99,860.77,581.8,Attain WHO Coverage Goal,871.62,586.3
Timor-Leste,East Asia & Pacific,Lower middle income,2025,15689.33,0.4,80.47,61.54,Attain WHO Coverage Goal,207.27,158.46
Tonga,East Asia & Pacific,Upper middle income,2025,1224.76,0.4,15.69,13.33,Attain WHO Coverage Goal,38.34,32.18
Trinidad and Tobago,Latin America & Caribbean,High income,2025,9702.41,0.444444444,96.46,64.01,Attain WHO Coverage Goal,209.8,139.05
Tunisia,Middle East & North Africa,Lower middle income,2025,101947.9,0.4,208.95,129.23,Attain WHO Coverage Goal,519.3,319.7
Türkiye,Europe & Central Asia,Upper middle income,2025,660165.01,0.4,1564.6,1036.85,Attain WHO Coverage Goal,3974.55,2637.32
Tuvalu,East Asia & Pacific,Upper middle income,2025,139.28,0.55,2.04,1.67,Attain WHO Coverage Goal,4.27,3.59
Tanzania,Sub-Saharan Africa,Lower middle income,2025,912097.25,0.716666667,32973.74,24299.07,Attain WHO Coverage Goal,47572.65,35038.55
Uganda,Sub-Saharan Africa,Low income,2025,746851.34,0.644444444,17922.26,14179.58,Attain WHO Coverage Goal,30960.99,24946.9
Ukraine,Europe & Central Asia,Lower middle income,2025,246235.53,0.4,1052.66,466.92,Attain WHO Coverage Goal,2613.68,1153.26
Uruguay,Latin America & Caribbean,High income,2025,23363.94,0.494444444,112.13,75.64,Attain WHO Coverage Goal,232.14,156.9
United States,North America,High income,2025,1972105.89,0.666666667,7245.72,3733.24,Attain WHO Coverage Goal,11043.98,5660.04
Uzbekistan,Europe & Central Asia,Lower middle income,2025,329110.43,0.883333333,2690.1,1825.08,Attain WHO Coverage Goal,3111.62,2110.38
Vietnam,East Asia & Pacific,Lower middle income,2025,724575,0.4,2137.49,1530.18,Attain WHO Coverage Goal,5433.87,3883.57
Vanuatu,East Asia & Pacific,Lower middle income,2025,3817.55,0.4,18,16,Attain WHO Coverage Goal,46.49,41.33
Samoa,East Asia & Pacific,Lower middle income,2025,2323.64,0.4,9.6,7.69,Attain WHO Coverage Goal,24.94,20.02
Kosovo,Europe & Central Asia,Upper middle income,2025,8574.36,0.4,20.14,12.3,Attain WHO Coverage Goal,50.09,30.21
South Africa,Sub-Saharan Africa,Upper middle income,2025,610744.2,0.588888889,9697.84,5655.52,Attain WHO Coverage Goal,16929.45,9932.53
Zambia,Sub-Saharan Africa,Low income,2025,293731.93,0.583333333,7815.3,5571.6,Attain WHO Coverage Goal,14869.94,10774.47
Zimbabwe,Sub-Saharan Africa,Lower middle income,2025,244880.9,0.622222222,6526.02,4986.41,Attain WHO Coverage Goal,11551.82,8946.42
Afghanistan,South Asia,Low income,2026,579642.24,0.5,2091.92,1620.12,Attain WHO Coverage Goal,4388.24,3408.64
Angola,Sub-Saharan Africa,Lower middle income,2026,582462.52,0.5,7620.01,5554.7,Attain WHO Coverage Goal,16329.92,12005.8
Albania,Europe & Central Asia,Upper middle income,2026,16222.07,0.5,48.39,29.79,Attain WHO Coverage Goal,96.91,59.12
United Arab Emirates,Middle East & North Africa,High income,2026,52902.64,0.5,210.3,161.31,Attain WHO Coverage Goal,408.96,309.71
Argentina,Latin America & Caribbean,Upper middle income,2026,371313.42,0.735555556,3746.48,2500.04,Attain WHO Coverage Goal,5141.69,3396.6
Armenia,Europe & Central Asia,Upper middle income,2026,20488.08,0.535555556,94.64,71.05,Attain WHO Coverage Goal,174.29,129.44
Australia,East Asia & Pacific,High income,2026,169382.32,0.793333333,662.23,362.28,Attain WHO Coverage Goal,857.35,472.99
Austria,Europe & Central Asia,High income,2026,41975.29,0.5,116.46,62.05,Attain WHO Coverage Goal,235.73,124.75
Azerbaijan,Europe & Central Asia,Upper middle income,2026,85355.84,0.5,257.74,175.12,Attain WHO Coverage Goal,523.01,354.48
Burundi,Sub-Saharan Africa,Low income,2026,203816.21,0.5,3356.97,2788.87,Attain WHO Coverage Goal,7350.18,6163.56
Belgium,Europe & Central Asia,High income,2026,65772.08,0.811111111,376.49,174.76,Attain WHO Coverage Goal,473.16,219.02
Benin,Sub-Saharan Africa,Lower middle income,2026,191342.43,0.5,904.8,664.09,Attain WHO Coverage Goal,1977.39,1462.09
Burkina Faso,Sub-Saharan Africa,Low income,2026,349750.09,0.5,1896.89,1564.69,Attain WHO Coverage Goal,4155.86,3461.41
Bangladesh,South Asia,Lower middle income,2026,1489329.99,0.5,6166.27,4351.69,Attain WHO Coverage Goal,12354.47,8678.74
Bulgaria,Europe & Central Asia,Upper middle income,2026,32065.9,0.513333333,244.82,138.69,Attain WHO Coverage Goal,481.48,267.4
Bahrain,Middle East & North Africa,High income,2026,10622.81,0.5,25.48,16.9,Attain WHO Coverage Goal,51.4,34.04
"Bahamas, The",Latin America & Caribbean,High income,2026,2557.02,0.5,20.4,14.97,Attain WHO Coverage Goal,41.43,30.43
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2026,15294.24,0.5,76.66,43.13,Attain WHO Coverage Goal,156.01,87.96
Belarus,Europe & Central Asia,Upper middle income,2026,59552.93,0.5,280.25,131.27,Attain WHO Coverage Goal,564.72,262.24
Belize,Latin America & Caribbean,Upper middle income,2026,3922.64,0.517777778,41.94,40.97,Attain WHO Coverage Goal,81.74,79.8
Bolivia,Latin America & Caribbean,Lower middle income,2026,120697.52,0.66,1973.59,1372.65,Attain WHO Coverage Goal,3108.28,2396.25
Brazil,Latin America & Caribbean,Upper middle income,2026,1450019.92,0.797777778,15060.96,9101.34,Attain WHO Coverage Goal,19343.81,11770.06
Barbados,Latin America & Caribbean,High income,2026,1510.89,0.624444444,16.93,11.55,Attain WHO Coverage Goal,28.1,19.15
Brunei Darussalam,East Asia & Pacific,High income,2026,3433.29,0.895555556,42.73,14.05,Attain WHO Coverage Goal,48.71,16.02
Bhutan,South Asia,Lower middle income,2026,6285.67,0.891111111,63.6,43.02,Attain WHO Coverage Goal,69.33,46.54
Botswana,Sub-Saharan Africa,Upper middle income,2026,28270.01,0.597777778,455.12,307.68,Attain WHO Coverage Goal,892.73,627.58
Central African Republic,Sub-Saharan Africa,Low income,2026,80468.95,0.5,488.13,401.29,Attain WHO Coverage Goal,1025.51,845.36
Canada,North America,High income,2026,197695.84,0.886666667,894.3,524.02,Attain WHO Coverage Goal,1029.98,600.53
Switzerland,Europe & Central Asia,High income,2026,43497.92,0.815555556,137.98,76.22,Attain WHO Coverage Goal,172.84,95.51
Chile,Latin America & Caribbean,High income,2026,123423.48,0.753333333,1175.38,820.61,Attain WHO Coverage Goal,1569.8,1089.31
China,East Asia & Pacific,Upper middle income,2026,8247786.68,0.5,35949.61,23259.99,Attain WHO Coverage Goal,71515.75,45650.47
Côte d’Ivoire,Sub-Saharan Africa,Lower middle income,2026,406356.98,0.682222222,5848.7,4586.71,Attain WHO Coverage Goal,8781.32,6855.69
Cameroon,Sub-Saharan Africa,Lower middle income,2026,417802.21,0.522222222,4383.62,3249.22,Attain WHO Coverage Goal,8809.93,6567.39
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2026,1570039.61,0.5,16466.05,13096.87,Attain WHO Coverage Goal,36367.13,29258.31
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2026,82334.96,0.5,708.88,489.27,Attain WHO Coverage Goal,1604.41,1129.14
Colombia,Latin America & Caribbean,Upper middle income,2026,362783.78,0.548888889,3189.75,2210,Attain WHO Coverage Goal,5896.11,4085.37
Comoros,Sub-Saharan Africa,Lower middle income,2026,12253.21,0.5,232.78,180.57,Attain WHO Coverage Goal,471.55,365.29
Cabo Verde,Sub-Saharan Africa,Lower middle income,2026,5361.44,0.5,43.07,38.97,Attain WHO Coverage Goal,84.17,75.58
Costa Rica,Latin America & Caribbean,Upper middle income,2026,35436.16,0.762222222,246.99,225.19,Attain WHO Coverage Goal,329.98,301.63
Cyprus,Europe & Central Asia,High income,2026,6751.14,0.5,18.09,23.62,Attain WHO Coverage Goal,36.75,47.37
Czech Republic,Europe & Central Asia,High income,2026,53970.32,0.5,233.23,143.65,Attain WHO Coverage Goal,475.2,292.33
Germany,Europe & Central Asia,High income,2026,377628.56,0.708888889,1772.42,912.8,Attain WHO Coverage Goal,2549.07,1305.82
Djibouti,Middle East & North Africa,Lower middle income,2026,10860.92,0.5,59.57,47.3,Attain WHO Coverage Goal,130.94,105.09
Denmark,Europe & Central Asia,High income,2026,29002.09,0.855555556,215.85,104.54,Attain WHO Coverage Goal,254.87,121.79
Dominican Republic,Latin America & Caribbean,Upper middle income,2026,100796.45,0.535555556,1137.57,936.5,Attain WHO Coverage Goal,2137.29,1756.53
Algeria,Middle East & North Africa,Lower middle income,2026,480957.29,0.5,2059.37,1356.46,Attain WHO Coverage Goal,4145.63,2725.65
Ecuador,Latin America & Caribbean,Upper middle income,2026,161176.27,0.513333333,1693.54,1196.26,Attain WHO Coverage Goal,3387.41,2402.12
"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2026,1271977.78,0.5,2238.4,1700.81,Attain WHO Coverage Goal,4595.08,3497.44
Spain,Europe & Central Asia,High income,2026,212557.69,0.842222222,907.7,459.08,Attain WHO Coverage Goal,1100.68,556.21
Estonia,Europe & Central Asia,High income,2026,7216.62,0.753333333,91.42,32.52,Attain WHO Coverage Goal,123.58,43.92
Ethiopia,Sub-Saharan Africa,Low income,2026,1657304.48,0.833333333,22760.69,18387.71,Attain WHO Coverage Goal,28388.53,23014.49
Finland,Europe & Central Asia,High income,2026,29871,0.5,63.26,28.18,Attain WHO Coverage Goal,129.53,57.96
Fiji,East Asia & Pacific,Upper middle income,2026,8790.95,0.5,123.46,101.53,Attain WHO Coverage Goal,252.8,209.02
France,Europe & Central Asia,High income,2026,387858.77,0.664444444,1817.52,872.44,Attain WHO Coverage Goal,2786.96,1336.87
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2026,1163.62,0.642222222,21.75,18.1,Attain WHO Coverage Goal,28.66,22.42
Gabon,Sub-Saharan Africa,Upper middle income,2026,30407.42,0.5,369.89,227.29,Attain WHO Coverage Goal,779.54,482.6
United Kingdom,Europe & Central Asia,High income,2026,406821.52,0.762222222,2109.53,803.41,Attain WHO Coverage Goal,2815.91,1064.89
Georgia,Europe & Central Asia,Upper middle income,2026,28008.37,0.553333333,156.35,104.54,Attain WHO Coverage Goal,286.32,190.97
Ghana,Sub-Saharan Africa,Lower middle income,2026,415442.72,0.5,5120.64,3797.32,Attain WHO Coverage Goal,10570.76,7825.43
Guinea,Sub-Saharan Africa,Low income,2026,214607.76,0.5,3355.75,2685.82,Attain WHO Coverage Goal,7396.01,5970.66
"Gambia, The",Sub-Saharan Africa,Low income,2026,38691.4,0.633333333,1022.71,927.55,Attain WHO Coverage Goal,1633.76,1478.96
Guinea-Bissau,Sub-Saharan Africa,Low income,2026,31205.74,0.5,427.05,349.26,Attain WHO Coverage Goal,868.68,710.55
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2026,19540.55,0.5,202.82,133.48,Attain WHO Coverage Goal,409.79,269.58
Greece,Europe & Central Asia,High income,2026,44113.26,0.5,186.45,88.32,Attain WHO Coverage Goal,383.57,182.56
Guatemala,Latin America & Caribbean,Upper middle income,2026,201230.17,0.566666667,2240,1600.53,Attain WHO Coverage Goal,4303.58,3113.55
Guyana,Latin America & Caribbean,Upper middle income,2026,7368.39,0.508888889,96.54,61.35,Attain WHO Coverage Goal,191.56,121.99
Honduras,Latin America & Caribbean,Lower middle income,2026,98234.15,0.735555556,1129.18,780.27,Attain WHO Coverage Goal,1638.37,1124.51
Croatia,Europe & Central Asia,High income,2026,19233.46,0.5,90.12,45.77,Attain WHO Coverage Goal,183.29,92.95
Haiti,Latin America & Caribbean,Lower middle income,2026,132961.42,0.5,787.92,649.77,Attain WHO Coverage Goal,1775.22,1479.08
Hungary,Europe & Central Asia,High income,2026,43460.82,0.864444444,526.52,227.54,Attain WHO Coverage Goal,619.73,266.85
Indonesia,East Asia & Pacific,Lower middle income,2026,2475038.51,0.522222222,26852.6,19036.98,Attain WHO Coverage Goal,54773.38,39398.25
India,South Asia,Lower middle income,2026,11762069.68,0.5,107685.36,79862.58,Attain WHO Coverage Goal,203547.36,147712.8
Ireland,Europe & Central Asia,High income,2026,34757.03,0.815555556,247.94,108.63,Attain WHO Coverage Goal,309.98,135.66
"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2026,701486.75,0.5,1214.18,1029.24,Attain WHO Coverage Goal,2384.14,2004.67
Iraq,Middle East & North Africa,Upper middle income,2026,534914.16,0.5,552.85,430.05,Attain WHO Coverage Goal,1114.52,865.45
Iceland,Europe & Central Asia,High income,2026,2215.62,0.9,11.36,7.15,Attain WHO Coverage Goal,12.89,8.13
Israel,Middle East & North Africa,High income,2026,82052.25,0.744444444,308.73,215.89,Attain WHO Coverage Goal,425.73,298.79
Italy,Europe & Central Asia,High income,2026,256605.5,0.5,730.13,282.25,Attain WHO Coverage Goal,1488.39,572.79
Jamaica,Latin America & Caribbean,Upper middle income,2026,23258,0.508888889,230.89,168.68,Attain WHO Coverage Goal,476.42,349.84
Jordan,Middle East & North Africa,Upper middle income,2026,104008.94,0.5,202.75,165.55,Attain WHO Coverage Goal,386.77,311.49
Japan,East Asia & Pacific,High income,2026,522099.27,0.5,2977.04,1110.41,Attain WHO Coverage Goal,6073.33,2262.25
Kazakhstan,Europe & Central Asia,Upper middle income,2026,197017.08,0.5,1276.53,662.77,Attain WHO Coverage Goal,2678.01,1412.29
Kenya,Sub-Saharan Africa,Lower middle income,2026,733282.57,0.695555556,10764.99,7524.5,Attain WHO Coverage Goal,17623.62,12484.88
Kyrgyz Republic,Europe & Central Asia,Lower middle income,2026,79361.05,0.5,553.65,388.63,Attain WHO Coverage Goal,1131.23,794.41
Cambodia,East Asia & Pacific,Lower middle income,2026,180073.14,0.5,1107.04,802.19,Attain WHO Coverage Goal,2235.62,1610.11
Kiribati,East Asia & Pacific,Lower middle income,2026,1450.4,0.5,17.54,13.96,Attain WHO Coverage Goal,40.78,33.82
"Korea, Rep.",East Asia & Pacific,High income,2026,219020.88,0.5,857.32,472.68,Attain WHO Coverage Goal,1748.99,965.31
